Production_Date,Shift,Line,Machine_ID,Product_ID,Planned_Qty,Actual_Qty,Runtime_Hours,Setup_Time_Min
2025-01-07,Day,Line1,M102,P103,1022,980,6.59,34
2025-01-07,Night,Line1,M102,P103,1065,972,7.32,26
2025-01-07,Day,Line1,M103,P101,1090,1078,7.03,11
2025-01-07,Night,Line1,M103,P101,1029,962,6.68,24
2025-01-07,Day,Line1,M104,P101,1183,1150,7.43,12
2025-01-07,Night,Line1,M104,P101,976,900,6.65,22
2025-01-07,Day,Line2,M201,P101,1168,1129,6.61,19
2025-01-07,Night,Line2,M201,P102,914,845,7.73,40
2025-01-07,Day,Line2,M202,P101,1138,1076,6.63,23
2025-01-07,Night,Line2,M202,P104,981,928,7.98,33
2025-01-07,Day,Line2,M203,P102,1160,1063,7.72,17
2025-01-07,Night,Line2,M203,P102,1009,905,7.92,16
2025-01-07,Day,Line2,M204,P101,1009,946,7.67,34
2025-01-07,Night,Line2,M204,P104,951,887,7.34,14
2025-01-07,Day,Line3,M301,P102,902,844,6.67,29
2025-01-07,Night,Line3,M301,P101,1139,1008,7.24,12
2025-01-07,Day,Line3,M302,P103,1122,1020,6.58,37
2025-01-07,Night,Line3,M302,P103,885,779,6.68,42
2025-01-07,Day,Line3,M303,P103,856,787,7.62,36
2025-01-07,Night,Line3,M303,P104,904,782,7.38,37
2025-01-07,Day,Line3,M304,P103,1175,1065,6.93,39
2025-01-07,Night,Line3,M304,P102,1072,966,7.8,21
2025-01-07,Day,Line4,M401,P103,1165,1126,6.61,44
2025-01-07,Night,Line4,M401,P104,1088,1023,7.33,37
2025-01-07,Day,Line4,M402,P103,1015,975,7.44,25
2025-01-07,Night,Line4,M402,P101,992,947,7.54,38
2025-01-07,Day,Line4,M403,P102,1087,1113,7.38,34
2025-01-07,Night,Line4,M403,P103,864,792,7.85,41
2025-01-07,Day,Line4,M404,P103,943,967,6.92,41
2025-01-07,Night,Line4,M404,P102,1031,944,6.78,26
2025-01-08,Day,Line1,M101,P103,993,890,7.38,27
2025-01-08,Night,Line1,M101,P101,1114,1029,6.62,22
2025-01-08,Day,Line1,M102,P101,973,944,6.96,36
2025-01-08,Night,Line1,M102,P104,1134,1129,7.72,25
2025-01-08,Day,Line1,M103,P104,1180,1100,7.87,41
2025-01-08,Night,Line1,M103,P104,858,819,7.73,15
2025-01-08,Day,Line1,M104,P103,963,886,7.9,35
2025-01-08,Night,Line1,M104,P102,1006,1000,7.8,33
2025-01-08,Day,Line2,M201,P104,1133,1127,7.98,43
2025-01-08,Night,Line2,M201,P103,1067,987,6.73,45
2025-01-08,Day,Line2,M202,P103,1030,935,7.95,39
2025-01-08,Night,Line2,M202,P103,1006,986,7.76,26
2025-01-08,Day,Line2,M203,P102,911,871,7.12,22
2025-01-08,Night,Line2,M203,P103,911,890,6.91,44
2025-01-08,Day,Line2,M204,P102,948,910,7.65,23
2025-01-08,Night,Line2,M204,P104,991,932,7.92,43
2025-01-08,Day,Line3,M301,P103,901,807,7.18,22
2025-01-08,Night,Line3,M301,P103,966,877,6.69,33
2025-01-08,Day,Line3,M302,P102,1004,917,6.84,10
2025-01-08,Night,Line3,M302,P102,990,896,7.51,12
2025-01-08,Day,Line3,M303,P101,1133,978,6.67,28
2025-01-08,Night,Line3,M303,P102,1176,1091,7.51,41
2025-01-08,Day,Line3,M304,P101,856,818,7.28,28
2025-01-08,Night,Line3,M304,P104,1095,978,7.78,38
2025-01-08,Day,Line4,M401,P103,944,964,7.81,13
2025-01-08,Night,Line4,M401,P103,1094,1085,7.11,17
2025-01-08,Day,Line4,M402,P101,1055,1033,7.56,41
2025-01-08,Night,Line4,M402,P101,1145,1123,6.82,13
2025-01-08,Day,Line4,M403,P102,926,918,7.09,29
2025-01-08,Night,Line4,M403,P101,977,866,7.16,17
2025-01-08,Day,Line4,M404,P104,1160,1104,7.27,24
2025-01-08,Night,Line4,M404,P104,1080,1038,7.68,38
2025-01-09,Day,Line1,M101,P103,1151,1161,7.79,37
2025-01-09,Night,Line1,M101,P103,1141,1025,7.92,13
2025-01-09,Day,Line1,M102,P101,956,868,7.19,23
2025-01-09,Night,Line1,M102,P103,1188,1114,7.97,15
2025-01-09,Day,Line1,M103,P102,972,872,7.45,21
2025-01-09,Night,Line1,M103,P101,930,871,6.86,10
2025-01-09,Day,Line1,M104,P104,1080,1048,6.77,40
2025-01-09,Night,Line1,M104,P103,866,789,7.02,24
2025-01-09,Day,Line2,M201,P103,994,952,7.5,39
2025-01-09,Night,Line2,M201,P101,969,938,6.76,26
2025-01-09,Day,Line2,M202,P102,1067,1007,6.77,17
2025-01-09,Night,Line2,M202,P102,1181,1082,6.63,19
2025-01-09,Day,Line2,M203,P103,922,882,6.81,14
2025-01-09,Night,Line2,M203,P101,934,848,7.05,29
2025-01-09,Day,Line2,M204,P103,1074,1094,6.56,17
2025-01-09,Night,Line2,M204,P104,1005,945,7.7,35
2025-01-09,Day,Line3,M301,P103,1106,983,7.81,44
2025-01-09,Night,Line3,M301,P104,1074,962,7.88,15
2025-01-09,Day,Line3,M302,P101,1071,971,7.71,30
2025-01-09,Night,Line3,M302,P103,863,762,7.62,15
2025-01-09,Day,Line3,M303,P102,1195,1068,7.06,11
2025-01-09,Night,Line3,M303,P103,1145,999,7.23,12
2025-01-09,Day,Line3,M304,P102,1090,942,7.19,43
2025-01-09,Night,Line3,M304,P104,992,923,7.62,21
2025-01-09,Day,Line4,M401,P104,1175,1148,7.27,41
2025-01-09,Night,Line4,M401,P101,1090,1034,7.3,32
2025-01-09,Day,Line4,M402,P104,1020,975,7.3,30
2025-01-09,Night,Line4,M402,P101,932,849,6.86,31
2025-01-09,Day,Line4,M403,P104,1103,1033,6.53,28
2025-01-09,Night,Line4,M403,P104,1131,1014,6.98,12
2025-01-09,Day,Line4,M404,P104,895,841,6.68,30
2025-01-09,Night,Line4,M404,P103,1015,921,7.84,17
2025-01-10,Day,Line1,M101,P104,1113,1124,7.68,10
2025-01-10,Night,Line1,M101,P104,1061,1025,7.25,13
2025-01-10,Day,Line1,M102,P102,1115,1072,7.38,33
2025-01-10,Night,Line1,M102,P104,1170,1069,7.62,38
2025-01-10,Day,Line1,M103,P101,954,886,6.93,27
2025-01-10,Night,Line1,M103,P102,997,931,7.04,38
2025-01-10,Day,Line1,M104,P104,912,900,7.03,11
2025-01-10,Night,Line1,M104,P102,931,928,7.98,29
2025-01-10,Day,Line2,M201,P101,1132,1039,6.65,36
2025-01-10,Night,Line2,M201,P101,965,923,6.73,17
2025-01-10,Day,Line2,M202,P104,910,855,6.78,19
2025-01-10,Night,Line2,M202,P104,999,924,6.93,42
2025-01-10,Day,Line2,M203,P103,1062,1021,7.12,40
2025-01-10,Night,Line2,M203,P104,974,891,7.97,39
2025-01-10,Day,Line2,M204,P102,1046,996,7.95,22
2025-01-10,Night,Line2,M204,P102,885,807,7.8,27
2025-01-10,Day,Line3,M301,P104,1024,914,6.76,42
2025-01-10,Night,Line3,M301,P103,851,776,7.5,28
2025-01-10,Day,Line3,M302,P103,1150,1049,7.36,41
2025-01-10,Night,Line3,M302,P102,1078,983,6.92,44
2025-01-10,Day,Line3,M303,P104,1026,913,6.99,31
2025-01-10,Night,Line3,M303,P104,1083,982,7.14,30
2025-01-10,Day,Line3,M304,P102,972,837,6.67,34
2025-01-10,Night,Line3,M304,P102,1060,944,7.42,12
2025-01-10,Day,Line4,M401,P103,1092,1069,6.73,34
2025-01-10,Night,Line4,M401,P104,1189,1058,7.22,19
2025-01-10,Day,Line4,M402,P104,868,816,7.0,18
2025-01-10,Night,Line4,M402,P103,901,848,6.7,38
2025-01-10,Day,Line4,M403,P101,1119,1108,6.88,39
2025-01-10,Night,Line4,M403,P101,923,851,7.52,36
2025-01-10,Day,Line4,M404,P102,888,866,7.21,40
2025-01-10,Night,Line4,M404,P103,1023,1005,7.12,35
2025-01-11,Day,Line1,M101,P101,1018,994,7.75,44
2025-01-11,Night,Line1,M101,P104,1012,945,7.95,41
2025-01-11,Day,Line1,M102,P101,1166,1132,7.91,14
2025-01-11,Night,Line1,M102,P102,1173,1081,6.77,28
2025-01-11,Day,Line1,M103,P102,896,862,7.36,37
2025-01-11,Night,Line1,M103,P101,1174,1098,7.76,16
2025-01-11,Day,Line1,M104,P104,935,907,6.8,29
2025-01-11,Night,Line1,M104,P101,873,809,6.75,30
2025-01-11,Day,Line2,M201,P101,1000,971,7.5,32
2025-01-11,Night,Line2,M201,P103,1070,992,7.28,19
2025-01-11,Day,Line2,M202,P102,1121,1105,7.09,36
2025-01-11,Night,Line2,M202,P102,937,871,7.72,21
2025-01-11,Day,Line2,M203,P101,1162,1044,7.19,34
2025-01-11,Night,Line2,M203,P102,1104,1004,6.95,19
2025-01-11,Day,Line2,M204,P102,1086,1043,6.85,26
2025-01-11,Night,Line2,M204,P104,980,970,7.85,10
2025-01-11,Day,Line3,M301,P104,997,932,7.86,44
2025-01-11,Night,Line3,M301,P102,887,730,7.44,38
2025-01-11,Day,Line3,M302,P103,1150,995,6.71,29
2025-01-11,Night,Line3,M302,P104,978,903,7.69,39
2025-01-11,Day,Line3,M303,P103,951,883,7.84,34
2025-01-11,Night,Line3,M303,P104,904,866,7.68,25
2025-01-11,Day,Line3,M304,P104,1142,1023,6.87,32
2025-01-11,Night,Line3,M304,P103,1001,865,7.62,11
2025-01-11,Day,Line4,M401,P104,990,952,7.64,10
2025-01-11,Night,Line4,M401,P101,1160,1073,7.82,41
2025-01-11,Day,Line4,M402,P103,967,958,6.67,32
2025-01-11,Night,Line4,M402,P102,1175,1086,7.77,22
2025-01-11,Day,Line4,M403,P103,1197,1139,7.7,18
2025-01-11,Night,Line4,M403,P101,1171,1066,6.72,12
2025-01-11,Day,Line4,M404,P103,1075,1056,7.58,12
2025-01-11,Night,Line4,M404,P103,917,836,7.46,15
2025-01-12,Day,Line1,M101,P103,1017,988,6.88,36
2025-01-12,Night,Line1,M101,P102,952,948,7.02,18
2025-01-12,Day,Line1,M102,P103,1121,1016,7.19,42
2025-01-12,Night,Line1,M102,P103,934,919,7.92,26
2025-01-12,Day,Line1,M103,P104,1001,969,7.26,31
2025-01-12,Night,Line1,M103,P101,1089,986,7.42,14
2025-01-12,Day,Line1,M104,P102,965,929,7.54,35
2025-01-12,Night,Line1,M104,P103,896,861,7.88,35
2025-01-12,Day,Line2,M201,P101,985,922,7.36,44
2025-01-12,Night,Line2,M201,P101,1082,1032,7.41,33
2025-01-12,Day,Line2,M202,P103,1149,1157,7.9,34
2025-01-12,Night,Line2,M202,P103,905,836,7.89,24
2025-01-12,Day,Line2,M203,P104,862,801,7.98,45
2025-01-12,Night,Line2,M203,P103,1162,1087,7.76,24
2025-01-12,Day,Line2,M204,P101,1175,1129,7.39,39
2025-01-12,Night,Line2,M204,P103,1182,1149,7.1,36
2025-01-12,Day,Line3,M301,P101,921,833,7.7,12
2025-01-12,Night,Line3,M301,P101,1005,881,6.51,41
2025-01-12,Day,Line3,M302,P101,899,790,7.31,25
2025-01-12,Night,Line3,M302,P102,1048,880,7.88,39
2025-01-12,Day,Line3,M303,P103,1193,1039,7.61,44
2025-01-12,Night,Line3,M303,P104,1150,978,7.18,19
2025-01-12,Day,Line3,M304,P104,1185,1069,6.71,16
2025-01-12,Night,Line3,M304,P104,1165,984,6.76,36
2025-01-12,Day,Line4,M401,P103,866,761,7.87,33
2025-01-12,Night,Line4,M401,P102,1077,1010,7.04,38
2025-01-12,Day,Line4,M402,P102,1035,1051,6.52,16
2025-01-12,Night,Line4,M402,P103,1128,1098,7.5,32
2025-01-12,Day,Line4,M403,P101,1053,1002,6.63,27
2025-01-12,Night,Line4,M403,P102,912,827,8.0,39
2025-01-12,Day,Line4,M404,P101,1189,1233,6.6,23
2025-01-12,Night,Line4,M404,P101,875,824,7.62,31
2025-01-13,Day,Line1,M101,P102,914,882,6.81,23
2025-01-13,Night,Line1,M101,P101,1133,1060,6.79,23
2025-01-13,Day,Line1,M102,P102,969,929,7.35,31
2025-01-13,Night,Line1,M102,P102,1155,1066,6.6,10
2025-01-13,Day,Line1,M103,P103,924,879,7.29,18
2025-01-13,Night,Line1,M103,P103,939,925,7.16,17
2025-01-13,Day,Line1,M104,P101,917,914,6.73,10
2025-01-13,Night,Line1,M104,P103,971,852,6.77,30
2025-01-13,Day,Line2,M201,P101,939,861,7.47,26
2025-01-13,Night,Line2,M201,P101,914,837,7.11,36
2025-01-13,Day,Line2,M202,P101,882,871,6.54,40
2025-01-13,Night,Line2,M202,P104,1035,1012,6.83,42
2025-01-13,Day,Line2,M203,P101,1081,1061,6.53,42
2025-01-13,Night,Line2,M203,P102,1164,1054,6.66,12
2025-01-13,Day,Line2,M204,P103,1084,1023,7.48,11
2025-01-13,Night,Line2,M204,P101,1095,1045,6.86,35
2025-01-13,Day,Line3,M301,P104,905,817,7.58,41
2025-01-13,Night,Line3,M301,P104,887,779,7.78,15
2025-01-13,Day,Line3,M302,P103,1161,1043,7.5,19
2025-01-13,Night,Line3,M302,P101,914,845,6.81,27
2025-01-13,Day,Line3,M303,P103,1045,969,6.52,43
2025-01-13,Night,Line3,M303,P103,1082,952,6.63,42
2025-01-13,Day,Line3,M304,P104,900,827,7.13,17
2025-01-13,Night,Line3,M304,P102,1070,912,7.84,38
2025-01-13,Day,Line4,M401,P102,1061,1001,6.89,31
2025-01-13,Night,Line4,M401,P104,1054,1023,7.07,36
2025-01-13,Day,Line4,M402,P101,1010,922,7.44,37
2025-01-13,Night,Line4,M402,P103,1190,1140,7.11,26
2025-01-13,Day,Line4,M403,P103,928,832,6.94,40
2025-01-13,Night,Line4,M403,P101,896,887,7.92,15
2025-01-13,Day,Line4,M404,P101,1071,1010,7.8,16
2025-01-13,Night,Line4,M404,P103,916,872,7.23,45
2025-01-14,Day,Line1,M101,P101,1150,1107,7.14,45
2025-01-14,Night,Line1,M101,P103,1193,1126,6.53,17
2025-01-14,Day,Line1,M102,P104,1031,999,7.45,37
2025-01-14,Night,Line1,M102,P101,997,886,6.89,29
2025-01-14,Day,Line1,M103,P103,903,871,7.98,42
2025-01-14,Night,Line1,M103,P102,929,868,7.29,40
2025-01-14,Day,Line1,M104,P102,905,854,6.53,32
2025-01-14,Night,Line1,M104,P103,908,832,7.87,27
2025-01-14,Day,Line2,M201,P102,1069,1032,6.91,45
2025-01-14,Night,Line2,M201,P101,1161,1057,7.33,27
2025-01-14,Day,Line2,M202,P101,942,933,6.81,27
2025-01-14,Night,Line2,M202,P103,1023,976,6.52,32
2025-01-14,Day,Line2,M203,P101,942,911,7.4,19
2025-01-14,Night,Line2,M203,P104,885,857,7.5,19
2025-01-14,Day,Line2,M204,P101,896,810,7.28,43
2025-01-14,Night,Line2,M204,P102,1042,939,6.57,36
2025-01-14,Day,Line3,M301,P104,1024,947,6.62,20
2025-01-14,Night,Line3,M301,P103,1009,876,7.4,30
2025-01-14,Day,Line3,M302,P101,876,781,6.93,19
2025-01-14,Night,Line3,M302,P102,1166,988,7.03,13
2025-01-14,Day,Line3,M303,P101,989,871,7.35,38
2025-01-14,Night,Line3,M303,P104,1098,1011,7.21,38
2025-01-14,Day,Line3,M304,P104,989,914,7.6,23
2025-01-14,Night,Line3,M304,P101,1026,918,6.82,37
2025-01-14,Day,Line4,M401,P101,995,938,7.24,41
2025-01-14,Night,Line4,M401,P103,873,823,7.4,24
2025-01-14,Day,Line4,M402,P104,1156,1149,6.66,13
2025-01-14,Night,Line4,M402,P101,954,876,6.61,29
2025-01-14,Day,Line4,M403,P102,920,882,7.53,26
2025-01-14,Night,Line4,M403,P103,1017,1010,7.15,17
2025-01-14,Day,Line4,M404,P101,1104,1083,7.7,37
2025-01-14,Night,Line4,M404,P102,916,845,7.54,34
